,country_text,start_procedures,start_cost,year,start_cost_1,start_procedure_1,cpi,cpi_5geo,cpi_7geo,cpi_5geo_1,cpi_7geo_1,deflator,deflator_5geo,deflator_7geo,deflator_5geo_1,deflator_7geo_1,entrepreneurial_intention,entrepreneurship_desirable,establish,necessity_driven,male,country_short,ln_prgdp,ln_prgdp_1,growth_prgdp,growth_prgdp_1,govcon,govcon_1,trade,trade_1,pop_retire,pop_retire_1,tertiary,tertiary_1,csh_i,csh_i_1,labor,labor_1,unemp,unemp_1,polity,polity_1,corruption,corruption_1,country_id,ycode1,ycode2,ycode3,ycode4,ycode5,ycode6,ycode7,ycode8,ycode9,ycode10,ycode11,ccode1,ccode2,ccode3,ccode4,ccode5,ccode6,ccode7,ccode8,ccode9,ccode10,ccode11,ccode12,ccode13,ccode14,ccode15,ccode16,ccode17,ccode18,ccode19,ccode20,ccode21,ccode22,ccode23,ccode24,ccode25,ccode26,ccode27,ccode28,ccode29,ccode30,ccode31,ccode32,ccode33,ccode34,ccode35,ccode36,ccode37,ccode38,ccode39,ccode40,ccode41,ccode42,ccode43,ccode44,ccode45,ccode46,ccode47,ccode48,ccode49,ccode50,ccode51,ccode52,ccode53,ccode54,ccode55,ccode56,ccode57,ccode58,ccode59,ccode60,ccode61,ccode62,ccode63,ccode64,ccode65,ccode66,ccode67,ccode68,ccode69,ccode70,ccode71,ccode72,ccode73,ccode74,ccode75,ccode76,ccode77,ccode78,ccode79,ccode80,ccode81,ccode82,ccode83,ccode84,ccode85,ccode86,ccode87,ccode88,ccode89,ccode90,ccode91,ccode92,ccode93,ccode94,ccode95,ccode96,ccode97,ccode98,ccode99,ccode100,ccode101,ccode102,ccode103,ccode104,ccode105,ccode106,ccode107,ccode108,ccode109,ccode110,ccode111,ccode112,ccode113,ccode114,ccode115,ccode116,ccode117,ccode118,ccode119,ccode120,ccode121,ccode122,ccode123,ccode124,ccode125,ccode126,ccode127,ccode128,ccode129,ccode130,ccode131,ccode132,ccode133,ccode134,ccode135,ccode136,ccode137,ccode138,ccode139,ccode140,ccode141,ccode142,ccode143,ccode144,ccode145,ccode146,ccode147,ccode148,ccode149,ccode150,ccode151,ccode152,ccode153,ccode154,ccode155,ccode156,ccode157,ccode158,ccode159,ccode160,ccode161,ccode162,ccode163,ccode164,ccode165,ccode166,ccode167,ccode168,ccode169,ccode170,ccode171,ccode172,ccode173,ccode174,ccode175,ccode176,ccode177,ccode178,ccode179,ccode180,ccode181,ccode182,ccode183,ccode184,gdp_d50,cost_d50,inf_d50,tertiary_d50,corruption_d50,pop_retire_d50,polity_d50,gdp_d50_1,cost_d50_1,tertiary_d50_1,pop_retire_d50_1,polity_d50_1,cost_50,cost_infgeo,cost_d25,cost_infgeo_25,cost_d75,cost_infgeo_75,inf7_d50,cost_inf7geo,cost_inf7geo_25,cost_inf7geo_75,deflator_d50,deflator7_d50,cost_deflator5geo,cost_deflator5geo_25,cost_deflator5geo_75,cost_deflator7geo,cost_deflator7geo_25,cost_deflator7geo_75,inf_d50_1,corruption_d50_1,cost_d50_2,pro_d50_1,gdp_d75_1,gdp_d25_1,cost_d75_1,cost_d25_1,cost_dd25_1,cost_cost_dd25_1,pro_cost_dd25_1,cost_50_1,cost_cost_50_1,pro_cost_50_1,inf7_50_1,nascent,rinterest,deposit,spread
375,Bosnia and Herzegovina,13.0,41.2,2006,45.3,12.0,6.125,,,,,7.442546,2.86656,7.0147414,7.4727306,6.2540293,,,,,,BIH,8.011922,7.9531045,5.8817387,0.046830177,0.21403004,0.22242282,1.0049994,1.0628762,0.13314484,0.1312999,,,0.22178012,0.28004685,50.9,51.1,31.8,26.0,,,,,Bosnia and Herzegovina,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,41.2,,,,0.13314484,,1.0,41.2,,0.1312999,,1.0,,0.0,,1.0,,,,,,2.86656,7.0147414,2.86656,0.0,2.86656,7.0147414,0.0,7.0147414,,,45.3,12.0,1.0,0.0,45.3,0.0,0.0,0.0,0.0,1.0,45.3,12.0,,,0.83918774,3.6933334,4.320833
376,Eritrea,13.0,130.4,2006,155.6,13.0,,,,,,11.394003,16.951593,15.832664,20.501097,16.059721,,,,,,ERI,5.5322456,5.568628,-3.6382198,-0.0051822662,0.25919878,0.35234052,0.45260847,0.6110603,0.02146853,0.020958789,,,0.13681117,0.2033944,85.1,84.9,7.5,7.5,1.3863,1.3863,2.9,2.6,Eritrea,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,130.4,,,2.9,0.02146853,1.3863,1.0,130.4,,0.020958789,1.3863,0.0,,0.0,,0.0,,,,,,16.951593,15.832664,0.0,0.0,0.0,0.0,0.0,0.0,,2.6,155.6,13.0,1.0,1.0,155.6,155.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
377,"Micronesia, Fed. Sts.",7.0,127.6,2006,134.1,7.0,,,,,,1.424744,0.7812071,0.58075863,0.5821063,0.72458017,,,,,,FSM,7.7665477,7.7632933,0.32544136,0.02491951,,,,,0.03968584,0.040029,,,,,,,,,,,,,"Micronesia, Fed. Sts.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,127.6,,,,0.03968584,,1.0,127.6,,0.040029,,0.0,,0.0,,0.0,,,,,,0.7812071,0.58075863,0.0,0.0,0.0,0.0,0.0,0.0,,,134.1,7.0,1.0,0.0,134.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,13.990921,2.035,13.58
378,Albania,12.0,31.3,2006,32.3,12.0,2.3707283,3.1732976,2.320607,2.7020485,4.7502394,1.9951882,3.9186187,4.0555763,4.089233,5.4475684,,,,,,ALB,7.985871,7.930772,5.509901,0.058658123,0.08874416,0.09346267,0.7424166,0.6859918,0.090219066,0.08582194,0.2878627,0.24523251,0.2504646,0.23596428,64.3,64.9,12.4,12.5,2.9957,2.9957,2.6,2.4,Albania,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31.3,3.1732976,0.2878627,2.6,0.090219066,2.9957,1.0,31.3,0.24523251,0.08582194,2.9957,1.0,3.1732976,0.0,0.0,1.0,3.1732976,2.320607,2.320607,0.0,2.320607,3.9186187,4.0555763,3.9186187,0.0,3.9186187,4.0555763,0.0,4.0555763,3.1732976,2.4,32.3,12.0,1.0,0.0,32.3,0.0,0.0,0.0,0.0,1.0,32.3,12.0,2.320607,,9.974964,5.227425,7.7125177
379,Papua New Guinea,6.0,27.7,2006,28.2,6.0,2.3684623,7.8247633,9.899738,10.60476,11.63455,9.434213,6.85508,8.322838,7.0297775,8.645684,,,,,,PNG,6.682343,6.6838818,-0.15387535,0.03709364,,,,,0.026606446,0.02616387,,,,,73.8,73.7,2.7,2.7,2.7081,2.7081,2.4,2.3,Papua New Guinea,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27.7,7.8247633,,2.4,0.026606446,2.7081,1.0,27.7,,0.02616387,2.7081,1.0,7.8247633,0.0,0.0,1.0,7.8247633,9.899738,9.899738,0.0,9.899738,6.85508,8.322838,6.85508,0.0,6.85508,8.322838,0.0,8.322838,7.8247633,2.3,28.2,6.0,1.0,1.0,28.2,28.2,0.0,0.0,0.0,1.0,28.2,6.0,9.899738,,1.0348262,0.9791667,9.5875
380,Burkina Faso,12.0,137.4,2006,139.7,12.0,2.3331087,3.0185096,1.9452733,1.6833913,1.7621735,-0.178464,2.4560523,2.2608383,1.539237,2.8423996,,,,,,BFA,6.0392113,6.0088105,3.0400753,0.053285122,0.21572125,0.19769418,0.36778244,0.3553572,0.025520315,0.025658384,0.0244097,0.0230707,0.206053,0.2409578,85.2,85.1,2.3,2.7,2.3979,2.3979,3.2,3.4,Burkina Faso,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,137.4,3.0185096,0.0244097,3.2,0.025520315,2.3979,1.0,137.4,0.0230707,0.025658384,2.3979,0.0,0.0,0.0,0.0,0.0,0.0,1.9452733,0.0,0.0,0.0,2.4560523,2.2608383,0.0,0.0,0.0,0.0,0.0,0.0,3.0185096,3.4,139.7,12.0,1.0,1.0,139.7,139.7,0.0,0.0,0.0,0.0,0.0,0.0,1.9452733,,,3.5,
381,Saudi Arabia,17.0,68.3,2006,60.7,17.0,2.2073467,0.1445457,-0.25200057,-0.22097443,-0.40215835,8.625698,6.518792,7.904124,5.298586,3.1084006,,,,,,SAU,9.5209055,9.493541,2.736473,0.04178238,0.22039248,0.21340282,0.899446,0.8195408,0.028252328,0.028291754,0.2969872,0.28712392,0.2221516,0.20174833,52.7,52.3,6.3,5.9,0.0,0.0,3.3,3.4,Saudi Arabia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1445457,0.0,0.0,0.0,-0.25200057,0.0,0.0,0.0,0.0,6.518792,0.0,0.0,7.904124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
382,Nicaragua,8.0,139.7,2006,156.2,8.0,9.1402,6.6003523,,6.1037498,,8.229617,6.920238,7.480979,6.665836,8.053328,,,,,,NIC,7.0967107,7.069121,2.7589798,0.028904915,0.09279902,0.09428153,0.7675884,0.7164572,0.043722115,0.0427546,,,0.26464227,0.25885212,64.0,63.6,5.3,5.6,2.9444,2.9444,2.6,2.6,Nicaragua,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,139.7,6.6003523,,2.6,0.043722115,2.9444,1.0,139.7,,0.0427546,2.9444,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.920238,7.480979,0.0,0.0,0.0,0.0,0.0,0.0,6.6003523,2.6,156.2,8.0,1.0,0.0,156.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0917382,4.8652773,6.7105165
383,Bhutan,10.0,16.9,2006,17.6,10.0,5.0004544,-1.477329,0.4364404,-1.7218764,1.1389213,5.411195,4.571454,4.645016,3.856069,5.289885,,,,,,BTN,7.17926,7.13692,4.23398,0.042462826,0.21252763,0.21908166,1.1359731,1.0117584,0.04153122,0.04069795,0.0498818,0.0474113,0.4613043,0.4991222,72.8,72.3,3.1,3.1,1.7918,1.7918,6.0,,Bhutan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,16.9,-1.477329,0.0498818,6.0,0.04153122,1.7918,1.0,16.9,0.0474113,0.04069795,1.7918,1.0,-1.477329,1.0,-1.477329,1.0,-1.477329,0.4364404,0.4364404,0.4364404,0.4364404,4.571454,4.645016,4.571454,4.571454,4.571454,4.645016,4.645016,4.645016,-1.477329,,17.6,10.0,1.0,0.0,17.6,0.0,1.0,17.6,10.0,1.0,17.6,10.0,0.4364404,,8.147906,4.5,9.5
384,Maldives,5.0,11.5,2006,12.3,5.0,3.4621596,,,,,9.817543,,,,,,,,,,MDV,8.373199,8.20846,16.47396,-0.09803867,,0.14888382,1.2366521,1.20835,0.046017,0.04474896,,,,0.35817432,65.9,63.9,14.4,13.5,,,,,Maldives,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,12.3,0.0,1.0,12.3,5.0,1.0,12.3,5.0,,,3.528804,6.5,6.5
385,Croatia,11.0,12.7,2006,13.7,11.0,3.2142165,2.5111105,3.023246,2.7658894,3.455881,3.997188,3.7699564,3.860975,3.977824,4.544832,8.76,74.7,4.12,43.64,12.13,HRV,9.279709,9.232516,4.7192574,0.04011917,0.1826367,0.183089,0.86065614,0.8472784,0.17404094,0.17247427,0.4589533,0.44533297,0.29807734,0.27938384,64.7,65.3,11.1,12.6,2.9957,2.9957,3.4,3.4,Croatia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5111105,1.0,2.5111105,1.0,2.5111105,0.0,3.023246,3.023246,3.023246,0.0,0.0,3.7699564,3.7699564,3.7699564,3.860975,3.860975,3.860975,0.0,0.0,0.0,0.0,1.0,0.0,13.7,0.0,1.0,13.7,11.0,1.0,13.7,11.0,0.0,6.2754283,5.7079196,1.715,8.218333
386,Myanmar,,,2006,,,19.996487,24.326797,19.662437,22.093159,25.363144,,,,17.693296,20.835945,,,,,,MMR,,,,,,,,,0.049193554,0.048822694,,,,,81.2,81.0,3.4,3.4,,,1.9,1.8,Myanmar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.375,4.7083335
387,Bahrain,,,2006,,,2.0074697,0.9542003,0.39292493,0.2979839,-0.025061496,8.842531,6.4997277,9.002082,9.383712,5.9032226,,,,,,BHR,9.802083,9.821088,-1.9004822,-0.005009651,0.12712744,0.14056753,1.4710186,1.4831349,0.022092711,0.022965025,0.21514669,0.2273287,0.30387473,0.267353,68.8,67.7,4.1,4.4,1.3863,1.3863,5.7,5.8,Bahrain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,0.0,,-0.79683185,4.37,3.6052394
388,Costa Rica,12.0,12.6,2006,14.7,12.0,11.4705305,11.176825,10.988244,10.623172,10.688796,10.99948,9.699816,10.042278,8.966755,10.254488,,,,,,CRI,8.525229,8.455321,6.990814,0.04277897,0.1353615,0.13799816,1.0440637,1.0247442,0.06648316,0.06475686,,,0.26417205,0.24346465,66.4,66.5,5.9,6.6,3.0445,3.0445,4.1,4.2,Costa Rica,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,11.176825,1.0,11.176825,1.0,11.176825,0.0,10.988244,10.988244,10.988244,0.0,0.0,9.699816,9.699816,9.699816,10.042278,10.042278,10.042278,0.0,0.0,0.0,0.0,1.0,0.0,14.7,0.0,1.0,14.7,12.0,1.0,14.7,12.0,0.0,,10.080095,9.771667,12.416667
389,Spain,10.0,16.5,2006,17.0,10.0,3.5158048,3.2207515,3.1204474,3.2333102,2.9001155,3.978197,4.036866,3.7309115,3.8617911,3.499342,4.37,70.64,5.45,15.19,8.83,ESP,10.209294,10.185305,2.3989677,0.01966095,0.17354515,0.17310971,0.5565927,0.54335105,0.16682337,0.16631156,0.679969,0.6662166,0.31296146,0.3001571,71.1,70.0,8.6,9.3,3.0445,3.0445,6.8,7.0,Spain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2207515,1.0,3.2207515,1.0,3.2207515,0.0,3.1204474,3.1204474,3.1204474,0.0,0.0,4.036866,4.036866,4.036866,3.7309115,3.7309115,3.7309115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,10.0,1.0,17.0,10.0,0.0,3.0094225,,,
390,Solomon Islands,7.0,135.5,2006,122.3,7.0,11.219987,8.077992,8.042822,8.190317,8.757411,4.262975,5.9681425,6.2469172,7.0336313,6.290824,,,,,,SLB,6.82529,6.782152,4.3138027,0.028060436,0.39193738,0.36047742,0.9337323,0.88677126,0.030473294,0.029867506,,,0.14597301,0.13761349,68.5,68.5,3.8,3.6,2.9444,2.9444,,,Solomon Islands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,135.5,8.077992,,,0.030473294,2.9444,1.0,135.5,,0.029867506,2.9444,0.0,0.0,0.0,0.0,0.0,0.0,8.042822,0.0,0.0,0.0,5.9681425,6.2469172,0.0,0.0,0.0,0.0,0.0,0.0,8.077992,,122.3,7.0,1.0,1.0,122.3,122.3,0.0,0.0,0.0,0.0,0.0,0.0,8.042822,,9.263774,0.68929565,13.232367
