,country_text,start_procedures,start_cost,year,start_cost_1,start_procedure_1,cpi,cpi_5geo,cpi_7geo,cpi_5geo_1,cpi_7geo_1,deflator,deflator_5geo,deflator_7geo,deflator_5geo_1,deflator_7geo_1,entrepreneurial_intention,entrepreneurship_desirable,establish,necessity_driven,male,country_short,ln_prgdp,ln_prgdp_1,growth_prgdp,growth_prgdp_1,govcon,govcon_1,trade,trade_1,pop_retire,pop_retire_1,tertiary,tertiary_1,csh_i,csh_i_1,labor,labor_1,unemp,unemp_1,polity,polity_1,corruption,corruption_1,country_id,ycode1,ycode2,ycode3,ycode4,ycode5,ycode6,ycode7,ycode8,ycode9,ycode10,ycode11,ccode1,ccode2,ccode3,ccode4,ccode5,ccode6,ccode7,ccode8,ccode9,ccode10,ccode11,ccode12,ccode13,ccode14,ccode15,ccode16,ccode17,ccode18,ccode19,ccode20,ccode21,ccode22,ccode23,ccode24,ccode25,ccode26,ccode27,ccode28,ccode29,ccode30,ccode31,ccode32,ccode33,ccode34,ccode35,ccode36,ccode37,ccode38,ccode39,ccode40,ccode41,ccode42,ccode43,ccode44,ccode45,ccode46,ccode47,ccode48,ccode49,ccode50,ccode51,ccode52,ccode53,ccode54,ccode55,ccode56,ccode57,ccode58,ccode59,ccode60,ccode61,ccode62,ccode63,ccode64,ccode65,ccode66,ccode67,ccode68,ccode69,ccode70,ccode71,ccode72,ccode73,ccode74,ccode75,ccode76,ccode77,ccode78,ccode79,ccode80,ccode81,ccode82,ccode83,ccode84,ccode85,ccode86,ccode87,ccode88,ccode89,ccode90,ccode91,ccode92,ccode93,ccode94,ccode95,ccode96,ccode97,ccode98,ccode99,ccode100,ccode101,ccode102,ccode103,ccode104,ccode105,ccode106,ccode107,ccode108,ccode109,ccode110,ccode111,ccode112,ccode113,ccode114,ccode115,ccode116,ccode117,ccode118,ccode119,ccode120,ccode121,ccode122,ccode123,ccode124,ccode125,ccode126,ccode127,ccode128,ccode129,ccode130,ccode131,ccode132,ccode133,ccode134,ccode135,ccode136,ccode137,ccode138,ccode139,ccode140,ccode141,ccode142,ccode143,ccode144,ccode145,ccode146,ccode147,ccode148,ccode149,ccode150,ccode151,ccode152,ccode153,ccode154,ccode155,ccode156,ccode157,ccode158,ccode159,ccode160,ccode161,ccode162,ccode163,ccode164,ccode165,ccode166,ccode167,ccode168,ccode169,ccode170,ccode171,ccode172,ccode173,ccode174,ccode175,ccode176,ccode177,ccode178,ccode179,ccode180,ccode181,ccode182,ccode183,ccode184,gdp_d50,cost_d50,inf_d50,tertiary_d50,corruption_d50,pop_retire_d50,polity_d50,gdp_d50_1,cost_d50_1,tertiary_d50_1,pop_retire_d50_1,polity_d50_1,cost_50,cost_infgeo,cost_d25,cost_infgeo_25,cost_d75,cost_infgeo_75,inf7_d50,cost_inf7geo,cost_inf7geo_25,cost_inf7geo_75,deflator_d50,deflator7_d50,cost_deflator5geo,cost_deflator5geo_25,cost_deflator5geo_75,cost_deflator7geo,cost_deflator7geo_25,cost_deflator7geo_75,inf_d50_1,corruption_d50_1,cost_d50_2,pro_d50_1,gdp_d75_1,gdp_d25_1,cost_d75_1,cost_d25_1,cost_dd25_1,cost_cost_dd25_1,pro_cost_dd25_1,cost_50_1,cost_cost_50_1,pro_cost_50_1,inf7_50_1,nascent,rinterest,deposit,spread
1041,"Bahamas, The",7.0,9.8,2009,10.3,7.0,2.0627348,2.3822594,2.4439754,2.093641,2.0981042,-1.0365422,2.2914448,2.3647141,2.2239718,2.2003393,,,,,,BHS,9.959097,10.019356,-6.0258865,-0.041833878,0.147244,0.12996066,0.87530714,1.0002401,0.06799707,0.0665458,,,0.255719,0.26693627,79.5,79.0,14.2,8.7,,,,,"Bahamas, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,1.0,2.3822594,1.0,2.3822594,1.0,2.3822594,0.0,2.4439754,2.4439754,2.4439754,0.0,0.0,2.2914448,2.2914448,2.2914448,2.3647141,2.3647141,2.3647141,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,7.0,1.0,10.3,7.0,0.0,,6.6050057,3.7825,1.7175
1042,South Africa,6.0,6.0,2009,7.1,8.0,7.13,5.5551577,6.106872,4.457983,5.2955656,7.5045114,7.177151,7.681378,6.571999,7.512405,10.88,63.67,1.42,32.66,7.15,ZAF,8.669168,8.698984,-2.9815674,0.0173769,0.19864482,0.18657924,0.55418265,0.72865385,0.049910206,0.049263943,,,0.2072516,0.23005508,56.6,58.4,23.7,22.7,2.9957,2.9957,4.7,4.9,South Africa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,5.5551577,1.0,5.5551577,1.0,5.5551577,0.0,6.106872,6.106872,6.106872,0.0,0.0,7.177151,7.177151,7.177151,7.681378,7.681378,7.681378,0.0,0.0,0.0,0.0,1.0,0.0,7.1,0.0,1.0,7.1,8.0,1.0,7.1,8.0,0.0,3.58,3.910368,8.536667,3.1716666
1043,Belgium,3.0,5.2,2009,5.3,3.0,-0.053145673,2.5905814,2.3115697,2.0157604,2.027634,1.1380429,2.2641203,2.1600456,2.257948,2.1766026,5.23,45.63,2.51,9.08,4.48,BEL,10.525318,10.5599,-3.4582138,0.0015907288,0.24130476,0.22665364,1.3606203,1.5848913,0.17104852,0.17105933,0.6516407,0.6219873,0.21960634,0.26005307,66.7,67.0,7.9,7.0,2.9444,2.9444,7.1,7.3,Belgium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5905814,1.0,2.5905814,1.0,2.5905814,0.0,2.3115697,2.3115697,2.3115697,0.0,0.0,2.2641203,2.2641203,2.2641203,2.1600456,2.1600456,2.1600456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,3.0,1.0,5.3,3.0,0.0,1.96,8.619375,,
1044,"Congo, Rep.",11.0,106.4,2009,150.1,11.0,5.2993197,4.389781,3.6555967,2.7921076,2.621013,-20.62722,16.256113,10.393057,10.215062,4.6599007,,,,,,COG,7.510797,7.4690924,4.1704655,0.02319479,0.122319594,0.11947962,1.2062342,1.2215397,0.036043208,0.03611095,0.0651998,,0.2251302,0.18302979,71.6,71.4,6.5,6.6,,,,,"Congo, Rep.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,106.4,4.389781,0.0651998,,0.036043208,,1.0,106.4,,0.03611095,,0.0,0.0,0.0,0.0,0.0,0.0,3.6555967,0.0,0.0,0.0,16.256113,10.393057,0.0,0.0,0.0,0.0,0.0,0.0,4.389781,,150.1,11.0,1.0,0.0,150.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6555967,,,3.25,
1045,Puerto Rico,7.0,0.8,2009,0.8,7.0,,,,,,5.422006,5.099523,4.4392614,4.457665,3.9094965,,,,,,PRI,9.933555,9.951995,-1.8440247,-0.012285233,0.11518001,0.11232591,1.3313031,1.4527265,0.12822333,0.12665023,0.8126384,0.7787124,0.10430934,0.12146156,54.2,53.8,15.1,11.8,,,5.8,5.8,Puerto Rico,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,,1.0,,1.0,,,,,,0.0,0.0,5.099523,5.099523,5.099523,4.4392614,4.4392614,4.4392614,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,7.0,1.0,0.8,7.0,,,,,
1046,Canada,2.0,0.4,2009,0.8,3.0,0.2994668,2.1161468,2.2280014,2.1934953,2.2500775,-2.1442585,3.264994,2.981403,3.1539595,2.6570005,,,,,,CAN,10.482081,10.521019,-3.8937569,0.00086402893,0.22466205,0.20108701,0.5835271,0.6720677,0.13863541,0.13622695,,,0.21778715,0.24020366,78.1,78.6,8.3,6.1,3.0445,3.0445,8.7,8.7,Canada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.1161468,1.0,2.1161468,1.0,2.1161468,0.0,2.2280014,2.2280014,2.2280014,0.0,0.0,3.264994,3.264994,3.264994,2.981403,2.981403,2.981403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,3.0,1.0,0.8,3.0,0.0,,4.639572,0.09583333,2.3
1047,Malawi,10.0,125.9,2009,188.7,10.0,8.422044,11.458422,11.65016,11.635066,13.597451,8.373891,14.274326,19.41289,14.46444,21.914057,,,,,,MWI,5.5365686,5.480127,5.6441784,0.05043888,0.19624858,0.16457835,0.63605505,0.7709572,0.031548068,0.031112926,,,0.255738,0.25670192,82.7,82.8,7.5,7.5,2.8332,2.8332,3.3,2.8,Malawi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,125.9,11.458422,,3.3,0.031548068,2.8332,1.0,125.9,,0.031112926,2.8332,0.0,0.0,0.0,0.0,0.0,0.0,11.65016,0.0,0.0,0.0,14.274326,19.41289,0.0,0.0,0.0,0.0,0.0,0.0,11.458422,2.8,188.7,10.0,1.0,1.0,188.7,188.7,0.0,0.0,0.0,0.0,0.0,0.0,11.65016,,15.572118,3.5,21.75
1048,Greece,15.0,22.5,2009,21.1,15.0,1.210074,3.336455,3.4059796,3.2127054,3.2951603,2.5812986,3.2581015,3.2826278,3.0096464,3.130721,14.6,65.63,15.12,26.24,11.56,GRC,10.046992,10.091993,-4.500103,-0.006549835,0.22746524,0.2026055,0.48388332,0.59715706,0.18865639,0.18784529,,,0.1831193,0.2471622,67.9,67.3,9.5,7.7,3.0445,3.0445,3.8,4.7,Greece,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.336455,1.0,3.336455,1.0,3.336455,0.0,3.4059796,3.4059796,3.4059796,0.0,0.0,3.2581015,3.2581015,3.2581015,3.2826278,3.2826278,3.2826278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.1,15.0,1.0,21.1,15.0,0.0,4.48,,,
1049,Mauritius,5.0,5.0,2009,5.3,6.0,2.5498114,7.402471,6.7641053,6.2405806,6.1499095,-0.115270615,7.106686,6.72718,6.937587,6.805216,,,,,,MUS,8.704278,8.676899,2.7379036,0.050029755,0.14078426,0.12682089,1.0727597,1.190317,0.07333015,0.070974216,0.3219262,0.27239332,0.21298087,0.27297714,63.2,63.1,7.3,7.2,3.0445,3.0445,5.4,5.5,Mauritius,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.402471,1.0,7.402471,1.0,7.402471,0.0,6.7641053,6.7641053,6.7641053,0.0,0.0,7.106686,7.106686,7.106686,6.72718,6.72718,6.72718,0.0,0.0,0.0,0.0,1.0,0.0,5.3,0.0,1.0,5.3,6.0,1.0,5.3,6.0,0.0,,9.376079,8.445833,0.8041667
1050,Antigua and Barbuda,8.0,11.1,2009,11.3,8.0,-0.55016,2.5235791,2.4311337,1.8649389,1.8760945,1.7910953,2.941031,2.0315442,1.8110293,1.6847212,,,,,,ATG,9.443808,9.583119,-13.931179,-0.010518074,0.19884211,0.18062893,1.0511354,1.1708738,0.072850525,0.073016986,0.1481005,,0.38376167,0.38054952,,,,,,,,,Antigua and Barbuda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,2.5235791,1.0,2.5235791,1.0,2.5235791,0.0,2.4311337,2.4311337,2.4311337,0.0,0.0,2.941031,2.941031,2.941031,2.0315442,2.0315442,2.0315442,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,8.0,1.0,11.3,8.0,0.0,,8.128682,3.483579,6.5817914
1051,Poland,10.0,17.5,2009,18.9,10.0,3.8259778,2.7009206,2.3109589,1.9901098,2.4701517,3.8928256,3.2504942,2.777541,2.6747954,2.712674,,,,,,POL,9.177666,9.152454,2.5211334,0.037799835,0.18867275,0.18650115,0.7590697,0.81509596,0.13355002,0.1331526,0.71193236,0.69360703,0.20210227,0.24312821,64.7,63.8,8.2,7.1,3.0445,3.0445,5.0,4.6,Poland,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7009206,1.0,2.7009206,1.0,2.7009206,0.0,2.3109589,2.3109589,2.3109589,0.0,0.0,3.2504942,3.2504942,3.2504942,2.777541,2.777541,2.777541,0.0,0.0,0.0,0.0,1.0,0.0,18.9,0.0,1.0,18.9,10.0,1.0,18.9,10.0,0.0,,,,
1052,Georgia,3.0,4.0,2009,9.5,5.0,1.7260457,8.451161,7.5079865,7.4029226,6.744453,-2.0083702,8.833535,7.6257725,7.5573974,7.008345,,,,,,GEO,7.4721537,7.5168056,-4.4651985,0.023925781,0.24460472,0.25878423,0.78673416,0.87023544,0.14406301,0.14530414,0.2521715,0.3400198,0.13026027,0.25958854,67.5,67.2,16.9,16.5,2.8332,2.8332,4.1,3.9,Georgia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,8.451161,0.2521715,4.1,0.14406301,2.8332,1.0,4.0,0.3400198,0.14530414,2.8332,1.0,8.451161,1.0,8.451161,1.0,8.451161,7.5079865,7.5079865,7.5079865,7.5079865,8.833535,7.6257725,8.833535,8.833535,8.833535,7.6257725,7.6257725,7.6257725,8.451161,3.9,9.5,5.0,1.0,0.0,9.5,0.0,1.0,9.5,5.0,1.0,9.5,5.0,7.5079865,,20.282024,10.810324,7.055993
1053,Morocco,6.0,20.0,2009,20.6,6.0,0.99482596,2.2967741,2.2057168,1.7907848,1.7653791,1.5005753,2.7450523,2.2200472,1.7285434,1.5042733,28.94,80.09,15.25,25.3,19.89,MAR,7.724048,7.6894045,3.464365,0.043138504,0.18212463,0.17149335,0.68396026,0.88347274,0.060125068,0.059697147,0.1345325,0.1285362,0.3564412,0.38116089,52.9,53.5,9.1,9.6,1.6094,1.6094,3.3,3.5,Morocco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,20.0,2.2967741,0.1345325,3.3,0.060125068,1.6094,1.0,20.0,0.1285362,0.059697147,1.6094,1.0,2.2967741,1.0,2.2967741,1.0,2.2967741,2.2057168,2.2057168,2.2057168,2.2057168,2.7450523,2.2200472,2.7450523,2.7450523,2.7450523,2.2200472,2.2200472,2.2200472,2.2967741,3.5,20.6,6.0,1.0,0.0,20.6,0.0,1.0,20.6,6.0,1.0,20.6,6.0,2.2057168,6.88,,3.8091667,
1054,Nigeria,8.0,87.7,2009,54.1,9.0,11.537673,11.5219345,12.070208,12.008189,13.088842,-4.3205733,10.668344,14.506028,10.729312,12.783426,,,,,,NGA,6.8565354,6.8162045,4.0330887,0.034238815,0.12957367,0.116413854,0.6180286,0.6497298,0.027470507,0.0275411,,,0.120946065,0.08329817,55.5,55.4,7.6,7.6,2.7081,2.7081,2.5,2.7,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,87.7,11.5219345,,2.5,0.027470507,2.7081,1.0,87.7,,0.0275411,2.7081,0.0,0.0,0.0,0.0,0.0,0.0,12.070208,0.0,0.0,0.0,10.668344,14.506028,0.0,0.0,0.0,0.0,0.0,0.0,11.5219345,2.7,54.1,9.0,1.0,1.0,54.1,54.1,0.0,0.0,0.0,0.0,0.0,0.0,12.070208,,23.706497,13.296667,5.065
1055,Brunei Darussalam,21.0,9.3,2009,9.1,21.0,1.0357177,1.05232,0.45696527,0.69643736,0.24631006,-22.091415,11.534227,9.086506,10.198539,6.3621793,,,,,,BRN,10.118664,10.152861,-3.4196854,-0.036343575,0.23287618,0.1714098,1.0857263,1.0591385,0.03430815,0.033436105,0.1919414,0.18318741,0.17556512,0.13668074,68.1,68.4,3.5,3.3,,,5.5,,Brunei Darussalam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.05232,1.0,1.05232,1.0,1.05232,0.0,0.45696527,0.45696527,0.45696527,0.0,0.0,11.534227,11.534227,11.534227,9.086506,9.086506,9.086506,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,21.0,1.0,9.1,21.0,0.0,,35.41512,0.6999213,4.800079
